Product Name,Colors,Pic Urls,Care Infor
Slim-fit polo shirt in mercerized patterned cotton,Black;Blue;Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50467099_001_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467099_001_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467099_001_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467099_001_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467099_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467099_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467099_439_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467099_413_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467099_001_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean;careinstructioncode.000369
Slim-fit polo shirt in cotton and silk,Dark Red;Turquoise,"https://images.hugoboss.com/is/image/boss/hbeu50466379_606_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466379_606_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466379_606_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466379_606_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466379_606_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466379_606_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466379_440_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466379_606_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean;careinstructioncode.000419
Regular-fit shirt in mercerized-cotton jersey,White;Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50467136_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467136_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467136_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467136_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000369
Slim-fit polo shirt with gloss-effect logo,Dark Blue;Turquoise;White,"https://images.hugoboss.com/is/image/boss/hbeu50466070_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466070_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466070_440_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466070_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466070_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000373
Relaxed-fit shorts with embroidered logo,Black;White,"https://images.hugoboss.com/is/image/boss/hbeu50460664_001_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50460664_001_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50460664_001_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50460664_001_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50460664_001_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50460664_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50460664_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50460664_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50460664_001_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000373
Interlock-cotton slim-fit polo shirt with printed logo,White;Blue;Dark Blue;Black,"https://images.hugoboss.com/is/image/boss/hbeu50472013_100_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50472013_100_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50472013_100_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50472013_100_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50472013_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50472013_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50472013_439_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50472013_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50472013_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50472013_100_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000373
Zip-up hooded sweatshirt with logo embroidery,Black;Dark Blue;White,"https://images.hugoboss.com/is/image/boss/hbeu50452458_001_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50452458_001_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50452458_001_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50452458_001_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50452458_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50452458_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50452458_410_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50452458_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50452458_001_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000381
Cuffed tracksuit bottoms in cotton with tonal piqué structure,Orange;Light Yellow;Dark Blue;Black,"https://images.hugoboss.com/is/image/boss/hbeu50455092_821_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50455092_821_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50455092_821_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50455092_821_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50455092_821_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50455092_821_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50455092_821_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50455092_747_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50455092_410_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50455092_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50455092_821_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000369
Logo tracksuit bottoms with pixel print and hemmed cuffs,Black;Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50456408_001_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456408_001_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456408_001_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456408_001_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456408_001_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456408_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50456408_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50456408_410_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50456408_001_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000373
Regular-fit tracksuit bottoms in organic cotton with stretch,White,"https://images.hugoboss.com/is/image/boss/hbeu50456501_131_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456501_131_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456501_131_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456501_131_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456501_131_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456501_131_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50456501_131_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50456501_131_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000373
Logo tracksuit bottoms with pixel print and hemmed cuffs,Dark Blue;Black,"https://images.hugoboss.com/is/image/boss/hbeu50456408_410_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456408_410_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456408_410_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456408_410_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456408_410_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456408_410_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50456408_410_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50456408_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50456408_410_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000373
Regular-fit tracksuit bottoms with debossed logo panels,Purple;Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50456418_510_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456418_510_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456418_510_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456418_510_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456418_510_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50456418_510_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50456418_510_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50456418_410_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50456418_510_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000369
Relaxed-fit shorts in cotton with red logo label,Orange;light pink;Light Blue;Light Blue,"https://images.hugoboss.com/is/image/boss/hbeu50460190_828_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50460190_828_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50460190_828_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50460190_828_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50460190_828_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50460190_828_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50460190_828_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50460190_688_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50460190_455_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50460190_450_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50460190_828_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean;careinstructioncode.000369
Regular-fit sweatshirt with pixel print and logo,Dark Blue;Black,"https://images.hugoboss.com/is/image/boss/hbeu50458851_410_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458851_410_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458851_410_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458851_410_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458851_410_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458851_410_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458851_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458851_410_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000381
Tracksuit bottoms in terry cotton with red logo label,Orange;light pink;Light Blue;Light Blue,"https://images.hugoboss.com/is/image/boss/hbeu50459891_828_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459891_828_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459891_828_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459891_828_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459891_828_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459891_828_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50459891_828_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50459891_688_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50459891_455_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50459891_450_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50459891_828_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean;careinstructioncode.000369
Organic-cotton short-sleeved hoodie with handwritten embroidered logos,Black,"https://images.hugoboss.com/is/image/boss/hbeu50457109_001_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50457109_001_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50457109_001_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50457109_001_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50457109_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50457109_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50457109_001_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000369
Regular-fit shorts in stretch jersey with logo hems,Black;Light Red;Light Blue;Dark Blue;White,"https://images.hugoboss.com/is/image/boss/hbeu50452481_001_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50452481_001_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50452481_001_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50452481_001_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50452481_001_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50452481_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50452481_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50452481_646_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50452481_482_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50452481_410_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50452481_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50452481_001_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000369
Slim-fit sweatshirt with embroidered-logo detailing,Black;Light Red;Light Blue;Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50452472_001_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50452472_001_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50452472_001_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50452472_001_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50452472_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50452472_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50452472_646_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50452472_482_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50452472_410_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50452472_001_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean;careinstructioncode.000369
Tracksuit bottoms in terry cotton with red logo label,light pink;Orange;Light Blue;Light Blue,"https://images.hugoboss.com/is/image/boss/hbeu50459891_688_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459891_688_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459891_688_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459891_688_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459891_688_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459891_688_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50459891_688_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50459891_828_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50459891_455_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50459891_450_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50459891_688_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean;careinstructioncode.000369
